FREQ;GEO;UNIT;AID_INSTR\TIME_PERIOD;2000 ;2001 ;2002 ;2003 ;2004 ;2005 ;2006 ;2007 ;2008 ;2009 ;2010 ;2011 ;2012 ;2013 ;2014 ;2015 ;2016 ;2017 
A;DK;PC_TOT;SOFTL;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0.3 ;0.2 ;0.5 ;0.5 ;0.7 ;0.7 ;0.7 ;0.6 ;0.4 ;0.3 
A;EE;PC_TOT;SOFTL;0 ;0 ;0.3 ;0.6 ;0.4 ;0 ;0 ;0 ;0 ;0 ;0 ;0.2 ;0 ;0 ;0 ;0 ;0 ;0 
A;EL;PC_TOT;SOFTL;3.6 ;11.2 ;0 ;0 ;0 ;0 ;3.5 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;ES;PC_TOT;SOFTL;1.9 ;2.6 ;4.6 ;4.8 ;4.8 ;4.3 ;5.8 ;8 ;7.1 ;19.2 ;16.4 ;17.9 ;12.8 ;12.4 ;6.5 ;7.2 ;5.4 ;4.7 
A;EU28;PC_TOT;SOFTL;3.4 ;3.3 ;4.2 ;2.9 ;2.6 ;2.3 ;1.8 ;3.1 ;3.7 ;3.5 ;2.7 ;2.9 ;2.7 ;2.1 ;2 ;1.3 ;0.8 ;1.3 
A;FI;PC_TOT;SOFTL;4.9 ;6.1 ;6.4 ;5 ;5 ;4.9 ;5 ;5.9 ;7.4 ;4.8 ;3.3 ;1.7 ;2 ;1.2 ;1.3 ;1.3 ;1 ;0.7 
A;FR;PC_TOT;SOFTL;4.9 ;7.1 ;11.8 ;6.6 ;4 ;1.2 ;1.3 ;5.1 ;3 ;2.6 ;2.2 ;2.8 ;2.1 ;3 ;4.4 ;1.2 ;0.4 ;2.2 
A;HR;PC_TOT;SOFTL;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;4 ;4.3 ;2.3 ;1.9 ;2.3 
A;HU;PC_TOT;SOFTL;2.4 ;0.5 ;0.1 ;0 ;1.6 ;0 ;0 ;0 ;0.4 ;2.2 ;1.8 ;0.8 ;3.9 ;0.9 ;0.1 ;0.5 ;0.4 ;0.2 
A;IE;PC_TOT;SOFTL;0.2 ;0.1 ;0.3 ;0.4 ;0.3 ;0.3 ;0.3 ;0.4 ;0.4 ;2.2 ;7.5 ;0.5 ;2.2 ;1.2 ;1.7 ;2.1 ;0 ;2.4 
A;IT;PC_TOT;SOFTL;3.5 ;3.2 ;1.9 ;4.7 ;5.2 ;2.9 ;2.1 ;2.7 ;8.2 ;6.2 ;5.5 ;2.5 ;2 ;4.2 ;4.2 ;2.3 ;2.9 ;4 
A;LT;PC_TOT;SOFTL;0 ;0 ;3.9 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;LU;PC_TOT;SOFTL;3.8 ;3.6 ;3.5 ;3.2 ;2.4 ;1.5 ;2.7 ;6.4 ;6.8 ;1.3 ;0 ;0.3 ;0.1 ;0 ;0 ;0 ;0 ;0 
A;LV;PC_TOT;SOFTL;0.6 ;10.3 ;1.1 ;2.1 ;3.9 ;1.2 ;0 ;0 ;1.1 ;1.4 ;0 ;0 ;3.9 ;0.4 ;0.7 ;0.7 ;0.5 ;0.7 
A;MT;PC_TOT;SOFTL;35.4 ;30.6 ;35.5 ;8.9 ;4 ;0.5 ;0.1 ;0.1 ;0 ;0 ;2 ;4 ;4.7 ;0.1 ;0.4 ;0.8 ;1.6 ;1.9 
A;NL;PC_TOT;SOFTL;4 ;3.6 ;3.8 ;1.6 ;1 ;0.1 ;0 ;0 ;0 ;0.1 ;0.2 ;2.2 ;3.4 ;2.5 ;3.7 ;3.7 ;2.6 ;3.6 
A;PL;PC_TOT;SOFTL;7.8 ;1.5 ;3.5 ;1.8 ;2.7 ;2.4 ;1.2 ;0.2 ;0.5 ;1.3 ;2.2 ;0.6 ;4.4 ;0.5 ;0.8 ;0.6 ;0.1 ;0.2 
A;PT;PC_TOT;SOFTL;1.5 ;1.2 ;2.3 ;2.8 ;3.4 ;2.8 ;3.8 ;2.3 ;4.3 ;2.6 ;0.2 ;0 ;1.1 ;0.1 ;34.5 ;34.8 ;26.7 ;45.5 
A;RO;PC_TOT;SOFTL;0 ;0 ;7.8 ;4.2 ;2.5 ;5.6 ;4.9 ;8.7 ;10.6 ;7.9 ;0.1 ;0.2 ;0.6 ;0.4 ;0.6 ;2.2 ;0.2 ;0.1 
A;SE;PC_TOT;SOFTL;7 ;4.1 ;3.6 ;2.1 ;0.8 ;0.3 ;0.1 ;0.2 ;0.2 ;0.1 ;0.2 ;0.1 ;0.2 ;0.1 ;1.3 ;0.2 ;0.1 ;0 
A;SI;PC_TOT;SOFTL;5.9 ;3.8 ;5.5 ;3.3 ;2.7 ;2.5 ;1.9 ;0.8 ;0.5 ;0.9 ;0.7 ;0.3 ;3.8 ;1 ;0.5 ;0.5 ;0.8 ;0.3 
A;SK;PC_TOT;SOFTL;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0.3 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;UK;PC_TOT;SOFTL;3.1 ;3.1 ;24.8 ;3.8 ;0 ;0.3 ;0.1 ;0.1 ;0 ;1.6 ;1 ;3.9 ;0.8 ;0.8 ;1.3 ;0.7 ;0.2 ;0.2 
A;AT;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;BE;PC_TOT;TAXD;0.2 ;1.6 ;1.3 ;0.1 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;BG;PC_TOT;TAXD;0 ;0 ;0.6 ;22.9 ;4.5 ;0 ;0.6 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;CY;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;CZ;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;DE;PC_TOT;TAXD;0.8 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;DK;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;EE;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;EL;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;ES;PC_TOT;TAXD;0.6 ;0.5 ;0.6 ;0.7 ;0.5 ;0.2 ;0.3 ;0.2 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;EU28;PC_TOT;TAXD;0.6 ;1 ;3.6 ;3.6 ;3.7 ;1.9 ;0.8 ;0.5 ;0.3 ;0.3 ;0.1 ;0.1 ;0.1 ;0.1 ;0 ;0 ;0 ;0 
A;FI;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;FR;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0.1 ;0 ;0 ;0 
A;HR;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;HU;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;IE;PC_TOT;TAXD;0 ;0 ;0 ;1.6 ;1.5 ;0.9 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;IT;PC_TOT;TAXD;0 ;4.5 ;14.3 ;12.5 ;13.2 ;12.8 ;7.7 ;4.3 ;2.5 ;2.8 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;LT;PC_TOT;TAXD;0 ;2.8 ;1.6 ;1.8 ;9.9 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;LU;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;LV;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0.1 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;MT;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;NL;PC_TOT;TAXD;8.1 ;8.2 ;19.2 ;10.4 ;2 ;5.8 ;2.1 ;2.5 ;2.3 ;2.6 ;2.2 ;1.1 ;1.3 ;1.4 ;1.4 ;1.5 ;0 ;0 
A;PL;PC_TOT;TAXD;2 ;8.6 ;13.7 ;8.6 ;0.1 ;0 ;0.1 ;1.1 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;PT;PC_TOT;TAXD;0.6 ;0.4 ;0.4 ;0.4 ;1.3 ;0.9 ;1 ;0.8 ;1 ;0.8 ;0.9 ;0.6 ;1.3 ;2.6 ;0 ;0 ;0 ;0 
A;RO;PC_TOT;TAXD;0 ;0 ;33.3 ;25.6 ;41.8 ;20.4 ;14.4 ;2.4 ;1.4 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;SE;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;SI;PC_TOT;TAXD;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;SK;PC_TOT;TAXD;0 ;0.1 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;UK;PC_TOT;TAXD;0 ;0 ;0 ;13.9 ;13.5 ;2.4 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;AT;PC_TOT;TAXE;0 ;0 ;0 ;0 ;0 ;4.1 ;2.1 ;5.3 ;4.4 ;2.8 ;2.9 ;36.7 ;33.2 ;28.7 ;0.2 ;25.3 ;24.7 ;25.9 
A;BE;PC_TOT;TAXE;14.1 ;8.9 ;8 ;1.3 ;1 ;1.4 ;17.1 ;28.3 ;33.9 ;44.9 ;46.4 ;32.4 ;36.6 ;39.7 ;20.7 ;44 ;54.4 ;37.6 
A;BG;PC_TOT;TAXE;0 ;0 ;25.4 ;19.5 ;53.3 ;71.5 ;72.3 ;61.2 ;34.9 ;10 ;35.2 ;43.6 ;1.7 ;2.1 ;0.2 ;1.1 ;8.4 ;7.4 
A;CY;PC_TOT;TAXE;81.5 ;82.1 ;78.1 ;79.9 ;57.5 ;56.7 ;4.9 ;5.1 ;8.5 ;10.4 ;2.7 ;2.2 ;3.1 ;3.7 ;4.1 ;4.1 ;4.7 ;11.4 
A;CZ;PC_TOT;TAXE;3.7 ;0.4 ;1.8 ;5.9 ;37.5 ;30.8 ;20.5 ;21.3 ;25.4 ;8.9 ;5.7 ;16.4 ;13.7 ;27.7 ;22 ;13.2 ;9.6 ;7.3 
A;DE;PC_TOT;TAXE;24.3 ;22.6 ;18.7 ;29.4 ;40.3 ;43.9 ;53.2 ;56.7 ;28.7 ;38.3 ;34.7 ;31.2 ;37.5 ;40.6 ;27.4 ;25.5 ;24.9 ;23.9 
A;DK;PC_TOT;TAXE;10.3 ;10.3 ;11.6 ;13.7 ;11.1 ;10.9 ;10 ;9.2 ;8.9 ;7.4 ;7.6 ;6.2 ;10.7 ;10.8 ;10.5 ;33.3 ;51.6 ;55.7 
A;EE;PC_TOT;TAXE;29.7 ;31.2 ;0 ;0 ;0 ;0 ;3 ;2.7 ;16.4 ;8.5 ;38 ;15.4 ;0.5 ;0.2 ;0 ;19.1 ;27.8 ;24.2 
A;EL;PC_TOT;TAXE;26.6 ;15.4 ;31 ;19.6 ;39.7 ;60.1 ;42.8 ;36 ;22.3 ;21.7 ;2.9 ;1.3 ;1.5 ;0.9 ;0 ;0 ;0 ;0 
A;ES;PC_TOT;TAXE;12.7 ;10.3 ;15.2 ;17.5 ;19.8 ;23.5 ;30.7 ;28.6 ;36.9 ;21.9 ;24 ;28.2 ;39.4 ;26.4 ;19.8 ;10.6 ;8.1 ;28.9 
A;EU28;PC_TOT;TAXE;24.7 ;23.8 ;22 ;35 ;35.1 ;38.3 ;30.6 ;44.9 ;38.1 ;39 ;38.7 ;37.4 ;35.8 ;37 ;30.9 ;32.6 ;32 ;29.3 
A;FI;PC_TOT;TAXE;10.6 ;22.3 ;21.1 ;37.4 ;38.3 ;33.9 ;28.3 ;28.7 ;26.5 ;25.9 ;29.3 ;54.7 ;43.2 ;46.2 ;49.8 ;54.9 ;57.2 ;52.7 
A;FR;PC_TOT;TAXE;28.9 ;23.5 ;30.8 ;30.3 ;27.8 ;44.1 ;13.3 ;45.5 ;63.7 ;61 ;58.6 ;48.9 ;44.7 ;49 ;54.3 ;53 ;45.1 ;42.7 
A;HR;PC_TOT;TAXE;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;11.6 ;28.9 ;0 ;17.3 ;3.5 
A;HU;PC_TOT;TAXE;77 ;59.9 ;55.5 ;59.8 ;35.2 ;50.5 ;51.1 ;55.4 ;38.8 ;38.8 ;27.3 ;43.1 ;23.9 ;20 ;12.4 ;9.2 ;6.5 ;6.7 
A;IE;PC_TOT;TAXE;70.4 ;67.8 ;60.7 ;52.6 ;62.3 ;64.6 ;59.8 ;52.4 ;52.9 ;59 ;53 ;53.8 ;47.1 ;30.1 ;54.7 ;33.9 ;9.3 ;7.6 
A;IT;PC_TOT;TAXE;23.8 ;10.5 ;7.1 ;17.6 ;12.7 ;19.1 ;12.6 ;15.7 ;11.3 ;5.6 ;11.9 ;11.9 ;12.2 ;15.2 ;16.7 ;22.2 ;10.5 ;26.8 
A;LT;PC_TOT;TAXE;4.8 ;73.5 ;93.1 ;90.6 ;45.1 ;48.6 ;29.8 ;55.7 ;46.4 ;32.3 ;5.5 ;6.1 ;1.9 ;2.1 ;4.9 ;37.8 ;30 ;24.2 
A;LU;PC_TOT;TAXE;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
A;LV;PC_TOT;TAXE;91.8 ;52.7 ;32.8 ;22.4 ;31.6 ;9.6 ;6.8 ;1.9 ;4.4 ;7.6 ;16.6 ;4.6 ;1.2 ;2 ;1.5 ;5.9 ;8.1 ;11.7 
A;MT;PC_TOT;TAXE;32.1 ;42.7 ;38.1 ;75.5 ;70.7 ;76.5 ;73.7 ;77.8 ;84.1 ;67.7 ;63.4 ;49.8 ;51.8 ;43 ;56.3 ;33.5 ;59.8 ;49.4 
A;NL;PC_TOT;TAXE;30.9 ;30.6 ;32.4 ;30.9 ;25.5 ;12.1 ;28.3 ;26.7 ;24.3 ;23.7 ;22.9 ;24.6 ;26.1 ;28.2 ;21.2 ;24.8 ;24.3 ;12.8 
A;PL;PC_TOT;TAXE;41.9 ;42.4 ;39.4 ;73.8 ;51.1 ;13.8 ;16.9 ;20 ;21.6 ;23.4 ;27 ;24.4 ;19.5 ;22.6 ;13.2 ;25.9 ;18 ;11.9 
A;PT;PC_TOT;TAXE;71.2 ;85.7 ;93.7 ;93.1 ;87.9 ;89.9 ;91 ;94.1 ;89.3 ;86.4 ;83.6 ;87.7 ;32.5 ;48.9 ;31.9 ;21.8 ;22.1 ;11.6 
A;RO;PC_TOT;TAXE;0 ;0 ;26.9 ;37.9 ;32.2 ;18.1 ;23.2 ;8.4 ;2.5 ;1.3 ;0.8 ;24.3 ;40 ;43.1 ;39.1 ;35 ;6.5 ;11.5 
A;SE;PC_TOT;TAXE;14.7 ;24.3 ;24.9 ;66.8 ;84.5 ;86 ;84.9 ;83.3 ;84.1 ;82.1 ;83.7 ;87 ;86 ;86.5 ;82 ;84 ;83.5 ;70.9 
A;SI;PC_TOT;TAXE;32.8 ;25.8 ;33.3 ;23.8 ;15.5 ;9.1 ;1.5 ;1.9 ;2.7 ;6.1 ;6.4 ;1.6 ;16.2 ;18.3 ;24.3 ;25.7 ;37.8 ;33.1 
A;SK;PC_TOT;TAXE;52.6 ;52.9 ;88.5 ;60.4 ;80.3 ;67.8 ;46.1 ;71.4 ;65.4 ;59.5 ;53.3 ;37.6 ;53.3 ;38.2 ;21 ;15.1 ;18.4 ;41.3 
A;UK;PC_TOT;TAXE;3.5 ;23.9 ;27.6 ;30.6 ;27.3 ;30.3 ;45.8 ;53.6 ;58.5 ;50.2 ;48.4 ;48.4 ;41.9 ;40.6 ;31.5 ;39.1 ;48 ;34.7 
